                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     27,                  1.826,                0.45602,                      0,                0.90098,                0.92896,                0.86909,                0.81221,                0.86467,                0.41177,                0.90579,                0.86385,                0.93073,                0.83509,                 1.8458,                 0.4431,                      0,                0.91696,                0.91458,               0.001901,               0.001901,               0.001901
                     28,                 1.7615,                0.43174,                      0,                 0.8794,                0.92464,                0.87748,                0.78873,                0.85116,                0.41405,                0.90224,                 0.8233,                0.90812,                0.81447,                 1.8577,                0.43346,                      0,                0.92922,                 0.9134,               0.001897,               0.001897,               0.001897
                     29,                 1.8353,                0.43472,                      0,                0.90481,                0.93144,                0.88736,                0.68545,                0.80607,                0.36067,                 0.8515,                0.80751,                 0.9039,                0.80097,                 1.9884,                0.44955,                      0,                0.97812,                0.93902,              0.0018931,              0.0018931,              0.0018931
                     30,                 1.7633,                0.41837,                      0,                0.87002,                0.92527,                0.88529,                0.83568,                 0.8923,                0.41402,                0.91643,                0.87793,                0.93988,                0.82783,                 1.8599,                0.44715,                      0,                0.90077,                0.91723,              0.0018891,              0.0018891,              0.0018891
                     31,                 1.8209,                0.42914,                      0,                0.89142,                0.91802,                0.86865,                0.80725,                 0.8855,                0.42314,                0.89391,                0.83072,                0.91713,                0.83678,                 1.8503,                0.38966,                      0,                0.87641,                0.90469,              0.0018852,              0.0018852,              0.0018852
                     32,                 1.8065,                0.41423,                      0,                0.87789,                0.92284,                0.86333,                0.84038,                0.88549,                0.42977,                0.88598,                0.86385,                0.92552,                0.84254,                 1.7968,                0.37432,                      0,                0.90403,                0.89715,              0.0018812,              0.0018812,              0.0018812
                     33,                 1.7951,                0.39177,                      0,                0.87882,                0.92208,                0.83166,                0.85817,                0.87681,                0.42515,                0.86102,                0.89671,                0.92244,                0.83485,                 1.8671,                0.36021,                      0,                0.95488,                0.90924,              0.0018772,              0.0018772,              0.0018772
                     34,                 1.7444,                0.37143,                      0,                0.85193,                0.91843,                0.80106,                0.78404,                0.85853,                0.38279,                0.87296,                0.74201,                0.89293,                0.81581,                 1.8704,                0.36542,                      0,                0.97151,                0.90596,              0.0018733,              0.0018733,              0.0018733
                     35,                 1.7624,                0.37583,                      0,                0.85819,                0.92541,                0.89935,                0.75117,                0.85641,                 0.3791,                0.89883,                0.77465,                0.90932,                0.83423,                 1.8606,                0.35312,                      0,                0.94278,                0.90771,              0.0018693,              0.0018693,              0.0018693
                     36,                 1.7522,                0.39372,                      0,                0.86565,                0.90951,                0.85758,                0.83568,                0.88968,                0.42562,                0.86365,                0.89213,                0.94067,                0.85387,                 1.8495,                0.37002,                      0,                0.89468,                0.91503,              0.0018654,              0.0018654,              0.0018654
                     37,                 1.7758,                 0.3934,                      0,                0.84855,                0.91606,                0.84484,                0.81803,                0.87403,                0.41913,                0.90619,                0.88263,                0.94804,                0.85827,                  1.819,                0.36403,                      0,                 0.8691,                0.90478,              0.0018614,              0.0018614,              0.0018614
                     38,                 1.7716,                0.35726,                      0,                0.85839,                0.91683,                0.84385,                0.86266,                0.90999,                0.44546,                0.86691,                0.88685,                0.94944,                  0.867,                 1.7639,                0.34403,                      0,                0.86037,                0.89667,              0.0018574,              0.0018574,              0.0018574
                     39,                 1.7718,                0.36619,                      0,                0.83444,                0.91361,                0.88529,                 0.8169,                0.89951,                0.44146,                0.90672,                0.83568,                0.93385,                0.85424,                 1.7777,                0.35358,                      0,                0.86503,                0.89839,              0.0018535,              0.0018535,              0.0018535
                     40,                 1.7573,                0.36085,                      0,                0.86019,                0.91248,                0.93172,                0.83284,                0.90952,                0.42671,                0.89423,                0.87328,                0.95013,                0.85645,                 1.8092,                0.34799,                      0,                0.86613,                0.90293,              0.0018495,              0.0018495,              0.0018495
                     41,                 1.7446,                0.35358,                      0,                0.84206,                0.91016,                0.91032,                0.81014,                0.90624,                0.43983,                0.92206,                0.82629,                0.92781,                 0.8502,                 1.8175,                0.33804,                      0,                0.86846,                0.90441,              0.0018456,              0.0018456,              0.0018456
                     42,                 1.7373,                0.35671,                      0,                0.84188,                0.92167,                0.90433,                0.84507,                0.90467,                0.43817,                0.91191,                0.87324,                 0.9411,                 0.8514,                 1.7777,                0.36852,                      0,                 0.8634,                0.89981,              0.0018416,              0.0018416,              0.0018416
                     43,                 1.7113,                0.35808,                      0,                0.82711,                0.90609,                 0.8749,                0.82629,                0.88684,                0.43202,                0.86498,                0.86385,                  0.935,                0.82751,                 1.7821,                 0.4027,                      0,                0.88037,                0.90232,              0.0018376,              0.0018376,              0.0018376
                     44,                  1.702,                0.36354,                      0,                0.81926,                 0.9084,                0.86107,                0.87292,                0.88509,                0.41248,                0.87648,                 0.9061,                0.94828,                0.85846,                 1.8366,                0.38231,                      0,                0.86105,                0.91381,              0.0018337,              0.0018337,              0.0018337
                     45,                 1.7028,                0.35796,                      0,                0.81997,                0.90473,                0.89526,                0.80255,                0.89817,                0.43997,                0.82668,                0.91809,                0.94285,                0.83331,                 1.7958,                0.44045,                      0,                0.82107,                0.90202,              0.0018297,              0.0018297,              0.0018297
                     46,                 1.7255,                0.36042,                      0,                0.82808,                0.91211,                0.84134,                0.87793,                0.89348,                 0.4442,                 0.8733,                 0.9108,                0.94429,                0.86802,                 1.7611,                0.32735,                      0,                0.82278,                0.89653,              0.0018258,              0.0018258,              0.0018258
                     47,                 1.7469,                 0.3451,                      0,                0.84231,                0.90772,                0.85921,                 0.8169,                0.88517,                0.40299,                 0.8873,                0.85012,                0.93917,                0.85135,                 1.8375,                0.38098,                      0,                0.88363,                0.90418,              0.0018218,              0.0018218,              0.0018218
                     48,                 1.7352,                0.35046,                      0,                0.83892,                0.90831,                0.84812,                0.87793,                0.91885,                 0.4551,                0.85227,                0.89671,                0.94569,                0.85513,                 1.7517,                0.33916,                      0,                0.84796,                0.88963,              0.0018178,              0.0018178,              0.0018178
                     49,                 1.7014,                0.34592,                      0,                 0.8372,                0.90293,                0.89818,                 0.8216,                0.90364,                0.42929,                0.89813,                0.87793,                0.94781,                0.85875,                 1.7405,                  0.329,                      0,                0.95139,                0.89197,              0.0018139,              0.0018139,              0.0018139
                     50,                 1.7016,                0.33122,                      0,                0.80333,                 0.9059,                0.90135,                0.80282,                0.88941,                0.43089,                0.92114,                0.82629,                0.92712,                0.82093,                  1.779,                0.41723,                      0,                0.92899,                0.89908,              0.0018099,              0.0018099,              0.0018099
                     51,                  1.712,                0.33277,                      0,                0.82805,                0.89691,                0.88761,                0.81576,                0.88789,                0.41173,                0.92247,                0.84977,                0.94327,                0.86477,                 1.8084,                0.33794,                      0,                0.90799,                0.90625,               0.001806,               0.001806,               0.001806
                     52,                 1.7048,                0.31478,                      0,                0.80809,                  0.901,                0.91734,                0.79343,                0.87148,                0.42231,                0.93122,                0.83099,                0.93573,                0.86148,                 1.7943,                0.35545,                      0,                0.87144,                0.91206,               0.001802,               0.001802,               0.001802
                     53,                 1.7101,                0.31193,                      0,                0.79805,                0.90564,                0.88187,                0.77465,                0.83071,                0.35049,                0.91995,                0.83099,                0.93057,                0.83759,                 2.0283,                0.36734,                      0,                0.98167,                0.94412,               0.001798,               0.001798,               0.001798
                     54,                 1.7387,                 0.3173,                      0,                0.82483,                0.90354,                0.90843,                0.83835,                0.90296,                0.43793,                0.90862,                0.88732,                0.95657,                0.87088,                 1.7864,                0.33841,                      0,                0.80506,                0.89997,              0.0017941,              0.0017941,              0.0017941
                     55,                 1.6622,                0.30688,                      0,                0.80572,                0.90011,                0.91064,                0.82629,                 0.9179,                0.45603,                0.92355,                0.84038,                 0.9495,                0.87012,                 1.7568,                0.32504,                      0,                0.80612,                0.89102,              0.0017901,              0.0017901,              0.0017901
                     56,                  1.644,                0.31267,                      0,                 0.7963,                0.89195,                0.83786,                0.89767,                0.90278,                0.43061,                0.86421,                0.92624,                0.94544,                0.86239,                 1.7623,                0.32889,                      0,                0.82366,                 0.8958,              0.0017862,              0.0017862,              0.0017862
                     57,                 1.6562,                0.31841,                      0,                0.79502,                0.89138,                 0.8906,                0.84083,                0.91124,                 0.4409,                0.90335,                0.86854,                0.94774,                0.86675,                 1.7878,                0.33389,                      0,                0.81508,                0.89567,              0.0017822,              0.0017822,              0.0017822
                     58,                 1.7065,                0.31198,                      0,                0.78725,                0.90115,                0.84493,                0.86976,                0.90251,                0.45669,                0.87227,                0.89769,                0.95018,                0.87506,                 1.7101,                0.31837,                      0,                0.78541,                0.88796,              0.0017782,              0.0017782,              0.0017782
                     59,                 1.6602,                0.28545,                      0,                0.79386,                0.89831,                0.90028,                0.84038,                0.92799,                0.47714,                0.85854,                0.91177,                0.94767,                0.87848,                  1.716,                0.31037,                      0,                0.79377,                0.88551,              0.0017743,              0.0017743,              0.0017743
                     60,                 1.5985,                0.31035,                      0,                0.79659,                0.89322,                0.90604,                0.86385,                0.93242,                0.47751,                0.89826,                 0.8705,                0.95461,                0.88857,                 1.7336,                0.30839,                      0,                0.78157,                0.89037,              0.0017703,              0.0017703,              0.0017703
                     61,                 1.6317,                 0.3029,                      0,                 0.7725,                0.89493,                0.85111,                0.69484,                0.73848,                0.27681,                0.92528,                0.79343,                0.92576,                0.85524,                 2.1767,                0.32696,                      0,                 1.1591,                0.98434,              0.0017664,              0.0017664,              0.0017664
                     62,                 1.6797,                0.32191,                      0,                0.78521,                0.89807,                0.88016,                  0.862,                0.89853,                0.44578,                0.90153,                0.90141,                 0.9476,                0.87895,                 1.7559,                0.29893,                      0,                0.82025,                0.89505,              0.0017624,              0.0017624,              0.0017624
                     63,                 1.6667,                0.30464,                      0,                0.78391,                0.90246,                0.85008,                0.84038,                0.88962,                0.40937,                0.88668,                0.87793,                0.94314,                0.88576,                 1.8949,                0.28759,                      0,                0.86714,                0.91747,              0.0017584,              0.0017584,              0.0017584
                     64,                  1.709,                0.29612,                      0,                0.82102,                0.90052,                0.88036,                0.84507,                0.90191,                0.43402,                0.90789,                0.87324,                0.94822,                0.88722,                  1.791,                0.29399,                      0,                0.85823,                0.90828,              0.0017545,              0.0017545,              0.0017545
                     65,                 1.6135,                0.30676,                      0,                0.77311,                0.88847,                0.90276,                0.87174,                0.94024,                0.46124,                0.91227,                0.87873,                0.95548,                0.88044,                 1.7478,                0.30923,                      0,                0.79963,                0.89458,              0.0017505,              0.0017505,              0.0017505
                     66,                 1.6102,                0.32215,                      0,                0.76932,                0.89287,                0.92491,                0.87324,                0.92519,                0.46428,                0.92273,                0.88732,                0.95019,                0.86258,                 1.7002,                0.35447,                      0,                0.77512,                0.88799,              0.0017466,              0.0017466,              0.0017466
                     67,                 1.6253,                0.29943,                      0,                0.78942,                0.88949,                0.84806,                0.88732,                 0.9076,                0.44941,                0.87499,                0.91549,                0.94576,                0.86404,                 1.7492,                0.32563,                      0,                0.79847,                0.89058,              0.0017426,              0.0017426,              0.0017426
                     68,                 1.6656,                0.30912,                      0,                0.80253,                0.88606,                0.91857,                0.85446,                0.92909,                0.45735,                0.90774,                0.92382,                0.96326,                0.90246,                 1.7247,                0.28249,                      0,                0.79509,                0.89156,              0.0017386,              0.0017386,              0.0017386
                     69,                 1.6258,                0.28982,                      0,                0.77876,                0.89017,                0.92406,                0.85697,                0.91382,                0.46942,                 0.9406,                0.87793,                0.95745,                0.89127,                 1.7391,                0.28045,                      0,                0.80107,                0.89195,              0.0017347,              0.0017347,              0.0017347
                     70,                  1.615,                0.27713,                      0,                0.76865,                 0.8862,                0.87064,                0.88472,                0.93077,                0.47995,                0.88939,                 0.9061,                0.95033,                0.89873,                 1.7518,                0.28763,                      0,                0.79145,                0.89118,              0.0017307,              0.0017307,              0.0017307
                     71,                 1.5974,                0.28352,                      0,                0.77121,                0.88333,                0.88942,                0.90141,                0.93938,                0.47386,                0.89405,                 0.9061,                0.94742,                0.88376,                 1.7367,                0.29402,                      0,                0.77525,                0.88288,              0.0017268,              0.0017268,              0.0017268
                     72,                 1.6887,                0.27017,                      0,                0.78203,                0.89647,                0.89417,                0.81221,                0.88793,                0.42761,                0.93068,                0.84507,                0.94487,                0.86545,                 1.7648,                0.31021,                      0,                0.85097,                0.89452,              0.0017228,              0.0017228,              0.0017228
                     73,                 1.6176,                0.26267,                      0,                0.75922,                0.88775,                0.92752,                0.84038,                 0.9158,                0.46025,                 0.9382,                0.85446,                0.94862,                0.87501,                 1.6862,                0.28525,                      0,                0.76717,                0.88432,              0.0017188,              0.0017188,              0.0017188
                     74,                 1.6012,                0.25247,                      0,                 0.7456,                0.88907,                0.94304,                  0.855,                0.93715,                0.48907,                0.93704,                0.87324,                0.95939,                0.88588,                 1.6636,                0.29028,                      0,                0.75556,                 0.8779,              0.0017149,              0.0017149,              0.0017149
                     75,                 1.6082,                 0.2577,                      0,                0.76595,                 0.8933,                0.91813,                0.84242,                0.92266,                0.43899,                0.92584,                0.87924,                0.95836,                0.87866,                  1.807,                0.29908,                      0,                0.83239,                0.90394,              0.0017109,              0.0017109,              0.0017109
                     76,                 1.5848,                0.25338,                      0,                0.75881,                0.90328,                0.88644,                0.87793,                0.92376,                0.48486,                0.90457,                0.89671,                 0.9546,                0.88068,                 1.6876,                0.31313,                      0,                0.77135,                0.88212,               0.001707,               0.001707,               0.001707
                     77,                 1.5784,                0.25828,                      0,                0.75418,                0.88704,                0.91032,                 0.8216,                0.88812,                 0.4256,                0.92446,                0.87324,                0.94699,                0.88085,                  1.878,                0.29075,                      0,                 0.8506,                0.91267,               0.001703,               0.001703,               0.001703
                     78,                 1.5959,                0.25778,                      0,                0.75788,                0.88347,                0.93954,                0.85915,                0.93118,                0.48496,                0.92452,                0.89671,                0.95692,                0.89284,                 1.6483,                 0.2835,                      0,                0.73896,                0.87862,               0.001699,               0.001699,               0.001699
                     79,                 1.5965,                0.27126,                      0,                0.75373,                 0.8821,                0.89489,                0.88732,                0.92646,                0.48307,                0.89712,                0.93427,                0.95561,                 0.8884,                  1.638,                0.26059,                      0,                0.73161,                0.87448,              0.0016951,              0.0016951,              0.0016951
                     80,                 1.5897,                0.24365,                      0,                0.75351,                0.88329,                0.93004,                0.85915,                0.91696,                0.47721,                0.95037,                0.87793,                0.95362,                0.88635,                 1.6911,                0.27971,                      0,                0.76769,                0.87913,              0.0016911,              0.0016911,              0.0016911
                     81,                 1.5988,                0.27014,                      0,                0.76161,                0.88065,                0.93881,                0.85446,                0.92406,                0.48551,                0.94887,                0.87324,                0.95657,                0.89868,                 1.6807,                0.26175,                      0,                0.77426,                 0.8815,              0.0016872,              0.0016872,              0.0016872
                     82,                 1.5655,                0.22159,                      0,                 0.7233,                0.89223,                0.88337,                0.80751,                0.86584,                0.42368,                0.94314,                0.85446,                 0.9538,                0.89637,                 1.8125,                0.24263,                      0,                0.81569,                 0.9034,              0.0016832,              0.0016832,              0.0016832
                     83,                 1.5956,                0.24239,                      0,                0.74484,                0.88238,                0.88531,                0.90603,                 0.9368,                0.49243,                0.90361,                 0.9243,                0.96565,                0.89526,                 1.6555,                0.26905,                      0,                0.75264,                0.87455,              0.0016792,              0.0016792,              0.0016792
                     84,                 1.5429,                0.23872,                      0,                0.72754,                 0.8747,                0.89455,                0.88732,                0.93144,                0.47148,                0.90731,                0.91917,                0.96319,                0.89883,                 1.6659,                0.26189,                      0,                0.75247,                0.88143,              0.0016753,              0.0016753,              0.0016753
                     85,                 1.5938,                0.26405,                      0,                0.73459,                0.88356,                0.79827,                0.85446,                0.88171,                0.43877,                0.82478,                0.88263,                0.91356,                0.85059,                  1.732,                0.29931,                      0,                0.84328,                0.89079,              0.0016713,              0.0016713,              0.0016713
                     86,                 1.5709,                0.24751,                      0,                0.73965,                0.87771,                0.92828,                0.87324,                0.91395,                0.45876,                0.93792,                0.92019,                0.94992,                 0.8755,                 1.7413,                0.30825,                      0,                0.80714,                0.89162,              0.0016674,              0.0016674,              0.0016674
                     87,                 1.5517,                0.24146,                      0,                0.74798,                0.87349,                0.93264,                0.85915,                0.92204,                0.49078,                0.93596,                0.88263,                0.95191,                 0.9015,                 1.6434,                0.26794,                      0,                0.76448,                0.87594,              0.0016634,              0.0016634,              0.0016634
                     88,                 1.5514,                0.24705,                      0,                0.73061,                0.87515,                0.89787,                0.86677,                0.90817,                0.46342,                0.92222,                0.89068,                0.95241,                0.89912,                 1.6853,                0.26044,                      0,                0.77305,                0.88253,              0.0016594,              0.0016594,              0.0016594
                     89,                  1.528,                0.24118,                      0,                0.73321,                0.86857,                0.91071,                0.84977,                0.92932,                0.48757,                0.91574,                0.86743,                0.95211,                0.88524,                 1.6819,                0.26038,                      0,                0.76801,                0.88039,              0.0016555,              0.0016555,              0.0016555
                     90,                 1.5736,                0.23986,                      0,                0.74458,                0.87856,                 0.9092,                0.84621,                0.91876,                0.47248,                0.90312,                0.90141,                0.96096,                0.89159,                 1.7027,                 0.2683,                      0,                0.76254,                0.88674,              0.0016515,              0.0016515,              0.0016515
                     91,                 1.6113,                 0.2504,                      0,                 0.7582,                0.87666,                0.93051,                0.84038,                0.91851,                0.46583,                0.91179,                0.87355,                0.94585,                0.88925,                 1.6988,                0.26189,                      0,                0.80098,                0.88006,              0.0016476,              0.0016476,              0.0016476
                     92,                 1.5693,                0.22268,                      0,                0.73785,                0.87748,                0.93453,                0.87113,                0.94393,                0.48277,                0.93313,                0.87324,                0.95181,                0.89019,                 1.6706,                0.26413,                      0,                0.78945,                0.87738,              0.0016436,              0.0016436,              0.0016436
                     93,                 1.5758,                 0.2261,                      0,                0.73907,                0.88529,                0.92432,                0.86854,                0.93217,                0.47681,                0.91278,                0.88732,                0.94823,                0.88452,                 1.6476,                0.27558,                      0,                0.75477,                 0.8762,              0.0016396,              0.0016396,              0.0016396
                     94,                  1.565,                0.23739,                      0,                0.75043,                0.87361,                0.91703,                0.88215,                0.94305,                0.48085,                0.92181,                0.88562,                0.94728,                0.88001,                 1.7331,                0.29315,                      0,                0.78825,                0.88882,              0.0016357,              0.0016357,              0.0016357
                     95,                 1.5698,                0.24435,                      0,                0.74494,                0.87534,                0.89349,                0.87324,                0.91937,                0.48317,                0.91296,                0.89202,                0.94585,                 0.8968,                 1.6931,                0.23913,                      0,                0.76884,                0.89098,              0.0016317,              0.0016317,              0.0016317
                     96,                 1.5229,                0.22378,                      0,                0.72569,                0.87501,                0.86724,                0.88937,                0.91798,                0.46085,                0.85941,                 0.9184,                0.94611,                0.89144,                  1.722,                0.23893,                      0,                0.79895,                0.89361,              0.0016278,              0.0016278,              0.0016278
                     97,                 1.4987,                0.21838,                      0,                0.72023,                0.87753,                0.90368,                0.87793,                0.93685,                0.46624,                0.91257,                0.88211,                0.94909,                0.89739,                 1.7202,                0.25833,                      0,                0.75858,                0.88602,              0.0016238,              0.0016238,              0.0016238
                     98,                 1.5313,                0.22317,                      0,                0.72322,                0.88144,                0.90648,                0.91008,                0.94023,                0.48689,                0.91644,                0.92677,                0.96026,                0.89726,                 1.6948,                0.26186,                      0,                0.72511,                0.88226,              0.0016198,              0.0016198,              0.0016198
                     99,                 1.5599,                0.23817,                      0,                 0.7329,                0.87308,                0.86084,                0.89202,                0.92292,                0.47077,                0.87483,                0.91878,                0.94819,                0.88973,                 1.7013,                0.27496,                      0,                0.78801,                0.88449,              0.0016159,              0.0016159,              0.0016159
                    100,                 1.5704,                0.22689,                      0,                0.74371,                0.87551,                0.88621,                0.87324,                0.91907,                0.47724,                0.89698,                0.89931,                0.95134,                0.89698,                 1.6917,                0.26052,                      0,                0.75917,                 0.8853,              0.0016119,              0.0016119,              0.0016119
                    101,                 1.5678,                0.23763,                      0,                0.74659,                0.87564,                  0.931,                0.86385,                0.92135,                0.46396,                0.93948,                0.88263,                0.95785,                0.90267,                 1.7156,                0.24961,                      0,                0.73687,                0.88883,               0.001608,               0.001608,               0.001608
                    102,                 1.5667,                0.23933,                      0,                0.73339,                0.87117,                0.88264,                0.84739,                0.91808,                 0.4449,                0.89231,                0.85579,                0.94411,                0.89157,                 1.8049,                0.25898,                      0,                0.78278,                0.89739,               0.001604,               0.001604,               0.001604
