                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    103,                 1.5632,                 0.2184,                      0,                0.72421,                0.87317,                0.88561,                 0.9108,                0.94255,                0.47276,                0.89196,                0.92019,                0.96376,                0.90332,                  1.725,                0.26086,                      0,                0.74098,                0.88792,                 0.0016,                 0.0016,                 0.0016
                    104,                 1.5083,                0.21386,                      0,                0.71304,                0.87415,                0.86144,                0.79812,                0.85142,                0.41123,                 0.9084,                0.84507,                0.93987,                0.87463,                 1.8143,                0.28087,                      0,                0.87277,                0.91951,              0.0015961,              0.0015961,              0.0015961
                    105,                 1.4963,                0.21029,                      0,                0.70343,                0.88138,                0.92908,                0.86104,                 0.9291,                0.47437,                0.93648,                0.87324,                0.95158,                0.88472,                 1.7032,                0.26195,                      0,                0.82197,                0.88383,              0.0015921,              0.0015921,              0.0015921
                    106,                 1.4919,                0.19958,                      0,                0.71298,                0.87246,                0.93813,                0.83568,                0.92738,                0.48285,                0.93091,                0.88561,                0.95398,                0.88534,                 1.6839,                0.28421,                      0,                0.74017,                 0.8848,              0.0015882,              0.0015882,              0.0015882
                    107,                 1.4969,                0.21463,                      0,                0.71149,                0.87227,                0.92094,                0.84507,                0.90169,                0.44309,                0.92286,                0.86854,                0.94418,                0.87582,                 1.7567,                0.28492,                      0,                 0.7989,                0.90311,              0.0015842,              0.0015842,              0.0015842
                    108,                 1.5263,                0.20427,                      0,                0.73121,                0.87485,                0.94782,                0.85288,                0.94109,                  0.481,                 0.9201,                0.89202,                0.95844,                0.90063,                 1.6441,                0.23089,                      0,                0.75474,                0.88166,              0.0015802,              0.0015802,              0.0015802
                    109,                 1.5297,                0.22225,                      0,                0.71655,                0.88008,                0.91648,                0.87575,                0.93756,                0.47426,                0.89123,                0.92325,                0.95672,                0.89154,                 1.6948,                0.24657,                      0,                0.73434,                0.88752,              0.0015763,              0.0015763,              0.0015763
                    110,                 1.5644,                0.21577,                      0,                0.73822,                0.87517,                0.90612,                0.89202,                0.93729,                0.48454,                0.89468,                0.91729,                0.95881,                0.89888,                  1.646,                0.26324,                      0,                0.73353,                0.88152,              0.0015723,              0.0015723,              0.0015723
                    111,                  1.527,                0.22926,                      0,                0.70913,                 0.8753,                0.89168,                0.88894,                 0.9241,                0.47641,                0.90324,                0.92037,                0.95139,                0.87678,                 1.7302,                0.33505,                      0,                0.74908,                0.88891,              0.0015684,              0.0015684,              0.0015684
                    112,                 1.4616,                 0.2175,                      0,                0.69661,                0.86482,                0.90729,                0.88732,                0.93092,                0.49556,                0.92722,                 0.9061,                0.95716,                0.89323,                 1.6604,                0.25803,                      0,                0.73838,                0.88323,              0.0015644,              0.0015644,              0.0015644
                    113,                 1.5025,                0.20235,                      0,                0.70308,                0.87281,                0.90975,                0.85188,                 0.9199,                0.49823,                 0.9087,                0.89671,                0.95271,                0.89657,                 1.6371,                0.24027,                      0,                0.73917,                0.88488,              0.0015604,              0.0015604,              0.0015604
                    114,                 1.5283,                0.20962,                      0,                0.72343,                0.86696,                0.90033,                0.87793,                0.91591,                0.48268,                0.90328,                 0.9208,                0.95472,                0.90042,                 1.6791,                0.23991,                      0,                 0.7491,                0.88457,              0.0015565,              0.0015565,              0.0015565
                    115,                 1.5229,                0.22296,                      0,                 0.7184,                 0.8709,                0.90745,                0.89202,                0.92525,                 0.4753,                0.93299,                0.91549,                0.95879,                0.90029,                 1.7062,                0.24348,                      0,                0.77815,                0.89117,              0.0015525,              0.0015525,              0.0015525
                    116,                 1.5435,                0.21849,                      0,                0.71195,                0.87084,                0.91165,                0.87202,                0.92185,                0.47578,                0.92693,                0.89339,                0.95883,                0.89488,                 1.6934,                0.25475,                      0,                0.74905,                0.88809,              0.0015486,              0.0015486,              0.0015486
                    117,                 1.4928,                0.19314,                      0,                 0.7065,                0.86356,                0.94342,                0.86115,                 0.9351,                0.48043,                0.94756,                0.88263,                0.95967,                0.90788,                 1.6616,                0.23171,                      0,                 0.7437,                0.88527,              0.0015446,              0.0015446,              0.0015446
                    118,                  1.464,                0.19049,                      0,                  0.686,                0.86986,                0.87907,                0.88736,                0.93448,                0.49312,                0.89774,                0.90674,                0.95661,                0.90415,                  1.671,                0.22451,                      0,                0.72948,                0.88057,              0.0015406,              0.0015406,              0.0015406
                    119,                 1.4985,                0.20223,                      0,                0.68807,                0.86324,                0.87081,                0.90141,                0.93507,                0.47872,                0.88091,                 0.9108,                0.95582,                0.89769,                 1.6669,                0.24128,                      0,                0.75289,                0.87949,              0.0015367,              0.0015367,              0.0015367
                    120,                   1.44,                0.19349,                      0,                0.69616,                0.86433,                0.92781,                0.89202,                0.92975,                0.48451,                0.93794,                0.90141,                 0.9595,                0.90695,                 1.7065,                0.21818,                      0,                0.72984,                0.88407,              0.0015327,              0.0015327,              0.0015327
                    121,                  1.474,                0.21352,                      0,                0.69896,                0.86917,                0.91809,                0.88732,                0.93679,                0.49384,                0.92487,                0.92477,                0.96889,                0.90935,                 1.7118,                0.24255,                      0,                0.72529,                0.88574,              0.0015288,              0.0015288,              0.0015288
                    122,                  1.456,                0.19973,                      0,                0.68627,                 0.8673,                0.91439,                0.86854,                0.91008,                0.46583,                0.91936,                0.90988,                0.95769,                0.90186,                 1.6975,                0.21381,                      0,                0.74663,                0.89043,              0.0015248,              0.0015248,              0.0015248
                    123,                 1.4847,                0.19396,                      0,                0.68987,                0.86737,                0.93967,                0.87754,                0.93377,                0.49244,                0.91255,                0.92019,                0.95446,                0.89951,                 1.6211,                0.23221,                      0,                0.72708,                0.87534,              0.0015208,              0.0015208,              0.0015208
                    124,                 1.5248,                0.20185,                      0,                0.71246,                0.87272,                0.91765,                0.86854,                0.94685,                0.49691,                 0.8952,                0.91549,                0.95938,                0.89799,                 1.6401,                0.23864,                      0,                0.74422,                0.87547,              0.0015169,              0.0015169,              0.0015169
                    125,                 1.4637,                0.20654,                      0,                 0.6995,                0.86743,                0.88383,                0.89295,                0.91981,                0.48248,                0.90292,                  0.917,                0.94894,                0.90028,                 1.6722,                0.23243,                      0,                 0.7423,                0.87999,              0.0015129,              0.0015129,              0.0015129
                    126,                  1.512,                0.19978,                      0,                0.69946,                0.87202,                0.85583,                 0.8918,                0.90971,                0.45683,                0.86051,                0.92682,                0.93872,                0.88366,                  1.706,                0.24161,                      0,                 0.8059,                0.89006,               0.001509,               0.001509,               0.001509
                    127,                 1.4782,                0.21079,                      0,                 0.6955,                0.86818,                0.90157,                0.88263,                0.94122,                0.48834,                0.91867,                0.90141,                0.96812,                0.90702,                 1.7144,                0.25636,                      0,                0.74288,                0.88766,               0.001505,               0.001505,               0.001505
                    128,                 1.4629,                0.20394,                      0,                0.69867,                0.86989,                0.86353,                0.82629,                0.89381,                0.43618,                0.88046,                0.86451,                0.94816,                0.89423,                  1.759,                0.24583,                      0,                0.78048,                0.89898,               0.001501,               0.001501,               0.001501
                    129,                 1.4385,                0.19659,                      0,                0.67717,                0.86082,                0.91891,                0.86854,                0.92897,                0.47849,                0.93223,                0.88263,                0.96006,                0.89052,                 1.7292,                0.27135,                      0,                0.73657,                0.89177,              0.0014971,              0.0014971,              0.0014971
                    130,                 1.4648,                0.21064,                      0,                0.68289,                0.86665,                0.84187,                0.87324,                0.89731,                0.45192,                0.87497,                 0.9061,                0.93186,                0.86748,                 1.7186,                0.28008,                      0,                0.78311,                0.89247,              0.0014931,              0.0014931,              0.0014931
                    131,                 1.4672,                 0.1929,                      0,                0.68421,                0.86699,                0.93035,                0.87324,                0.92959,                0.47913,                0.94505,                0.88817,                0.95617,                0.89335,                 1.6902,                0.24352,                      0,                0.72065,                0.88572,              0.0014892,              0.0014892,              0.0014892
                    132,                 1.5204,                0.20151,                      0,                0.70134,                0.86208,                  0.849,                 0.8975,                0.91386,                0.47324,                0.88048,                0.93379,                0.95715,                 0.9017,                 1.6992,                0.23925,                      0,                0.72151,                0.88973,              0.0014852,              0.0014852,              0.0014852
                    133,                   1.45,                0.19215,                      0,                0.68351,                0.86311,                0.86824,                0.92019,                0.94236,                0.46984,                0.87716,                0.93897,                0.95996,                0.90341,                 1.7109,                0.23539,                      0,                0.74204,                0.88681,              0.0014812,              0.0014812,              0.0014812
                    134,                  1.434,                0.18682,                      0,                0.67674,                0.85787,                   0.97,                0.84977,                0.94797,                0.48649,                0.97536,                0.85446,                0.95895,                0.90689,                 1.7149,                0.22728,                      0,                  0.709,                0.88521,              0.0014773,              0.0014773,              0.0014773
                    135,                 1.4446,                0.17397,                      0,                0.68042,                0.86512,                0.92787,                0.86385,                0.93205,                0.47552,                0.92304,                0.89671,                0.96603,                0.90856,                 1.6931,                0.23207,                      0,                0.73458,                0.88615,              0.0014733,              0.0014733,              0.0014733
                    136,                 1.4518,                0.19477,                      0,                0.69289,                0.86437,                0.79175,                0.87464,                0.88354,                 0.4315,                0.79725,                0.89202,                0.91198,                0.84587,                 1.7656,                 0.2711,                      0,                0.88439,                0.90157,              0.0014694,              0.0014694,              0.0014694
                    137,                 1.4603,                0.17929,                      0,                0.67845,                 0.8613,                0.89766,                0.82363,                0.90441,                0.45753,                0.88787,                0.89219,                0.94033,                0.88121,                 1.7492,                0.23996,                      0,                0.74821,                0.89161,              0.0014654,              0.0014654,              0.0014654
                    138,                   1.47,                0.19275,                      0,                0.67297,                0.87274,                0.91797,                0.86385,                0.93724,                0.48056,                0.92157,                0.89202,                0.95364,                0.89983,                 1.7222,                0.24282,                      0,                0.72698,                0.89128,              0.0014614,              0.0014614,              0.0014614
                    139,                 1.4721,                0.18967,                      0,                0.68119,                0.86338,                0.86761,                0.86385,                0.89713,                 0.4532,                0.88751,                0.88732,                0.93715,                0.88226,                 1.7703,                 0.2345,                      0,                 0.7677,                0.90314,              0.0014575,              0.0014575,              0.0014575
                    140,                 1.4644,                0.18501,                      0,                0.68709,                0.86728,                 0.9296,                0.86854,                0.92329,                0.48113,                 0.9407,                0.89366,                0.96518,                0.91126,                 1.6555,                0.21329,                      0,                0.73518,                0.88148,              0.0014535,              0.0014535,              0.0014535
                    141,                 1.4702,                0.17963,                      0,                0.67803,                0.87277,                0.82972,                0.82357,                0.86769,                0.43079,                0.86371,                0.85446,                0.91909,                0.86524,                 1.8212,                0.23572,                      0,                0.83627,                0.90151,              0.0014496,              0.0014496,              0.0014496
                    142,                  1.499,                0.18177,                      0,                0.70286,                0.87128,                0.87048,                0.88732,                0.92163,                0.46131,                0.90415,                0.93427,                0.96281,                0.90547,                   1.72,                0.21616,                      0,                0.75707,                0.88995,              0.0014456,              0.0014456,              0.0014456
                    143,                 1.5009,                0.19217,                      0,                0.67855,                0.86849,                0.88529,                0.90141,                0.93557,                 0.4956,                0.88988,                0.92958,                0.95941,                0.90386,                 1.6284,                0.22694,                      0,                0.71947,                0.88245,              0.0014416,              0.0014416,              0.0014416
                    144,                  1.437,                0.17976,                      0,                0.66188,                0.85866,                0.92118,                0.88263,                0.93753,                0.50966,                0.93669,                0.89671,                0.96081,                0.90575,                 1.6243,                0.23209,                      0,                0.71147,                0.87607,              0.0014377,              0.0014377,              0.0014377
                    145,                 1.3804,                0.16953,                      0,                0.65012,                 0.8538,                0.92174,                0.84977,                0.93596,                0.48407,                0.93419,                0.86644,                0.95589,                0.89912,                 1.6999,                0.23247,                      0,                0.73577,                0.88608,              0.0014337,              0.0014337,              0.0014337
                    146,                 1.4249,                0.17597,                      0,                 0.6739,                0.85457,                0.90815,                0.88201,                0.93575,                0.48349,                0.91407,                0.89899,                 0.9599,                 0.9049,                 1.6897,                0.23887,                      0,                0.74167,                0.89245,              0.0014298,              0.0014298,              0.0014298
                    147,                 1.4429,                  0.189,                      0,                0.68276,                0.86655,                 0.8655,                0.89202,                0.93214,                0.48773,                0.89575,                0.92488,                0.96135,                 0.9121,                 1.7026,                  0.223,                      0,                0.75414,                0.89175,              0.0014258,              0.0014258,              0.0014258
                    148,                 1.4457,                0.18584,                      0,                0.68442,                0.86507,                0.92948,                0.86634,                0.94287,                 0.4961,                0.93707,                0.87324,                0.95794,                0.90601,                 1.6503,                0.23725,                      0,                0.73256,                 0.8834,              0.0014218,              0.0014218,              0.0014218
                    149,                 1.4351,                0.18171,                      0,                0.67614,                0.85891,                0.92867,                0.85915,                0.93205,                0.49181,                 0.9126,                0.89202,                0.95219,                0.88927,                 1.6741,                0.26383,                      0,                0.71844,                0.88224,              0.0014179,              0.0014179,              0.0014179
                    150,                 1.4184,                0.18678,                      0,                0.66498,                0.85387,                0.89383,                0.87324,                 0.9276,                 0.4855,                0.89274,                0.89202,                0.94807,                0.89716,                 1.6386,                0.21825,                      0,                0.73293,                0.88106,              0.0014139,              0.0014139,              0.0014139
                    151,                  1.431,                0.19229,                      0,                0.67244,                0.86069,                0.86498,                0.90228,                0.92768,                 0.4886,                 0.8877,                0.92776,                0.95636,                0.90468,                 1.6927,                 0.2189,                      0,                0.73672,                0.89352,                0.00141,                0.00141,                0.00141
                    152,                 1.4276,                0.17557,                      0,                0.66751,                0.85595,                0.88582,                0.87418,                0.92442,                0.45982,                0.90979,                 0.8996,                0.95671,                 0.9052,                 1.8035,                 0.2019,                      0,                0.81099,                0.91497,               0.001406,               0.001406,               0.001406
                    153,                 1.4178,                0.17233,                      0,                0.65646,                0.85499,                0.91114,                0.86854,                0.92461,                0.49089,                0.89206,                0.93125,                 0.9505,                0.89346,                 1.6659,                0.20897,                      0,                0.74052,                0.88721,               0.001402,               0.001402,               0.001402
                    154,                  1.413,                0.17244,                      0,                0.66446,                0.86077,                0.92761,                0.85446,                0.93082,                0.49105,                0.91408,                0.89202,                0.95801,                0.91026,                 1.6111,                0.21396,                      0,                0.72297,                0.87677,              0.0013981,              0.0013981,              0.0013981
                    155,                 1.4384,                0.16571,                      0,                0.68144,                0.86229,                0.95238,                0.84509,                0.93973,                0.48643,                 0.9437,                0.86566,                0.96099,                0.91362,                 1.6609,                0.21236,                      0,                0.74339,                0.88289,              0.0013941,              0.0013941,              0.0013941
                    156,                 1.4158,                0.16473,                      0,                0.66134,                0.86137,                0.86651,                0.88732,                0.92728,                0.47049,                0.87061,                0.91607,                0.95427,                0.90862,                 1.6829,                0.21344,                      0,                0.75214,                0.88518,              0.0013902,              0.0013902,              0.0013902
                    157,                 1.4201,                0.16866,                      0,                0.65447,                0.86035,                0.85248,                 0.8953,                0.91463,                0.47609,                0.87483,                0.91878,                0.95777,                0.90967,                 1.6876,                0.21459,                      0,                0.74781,                0.89059,              0.0013862,              0.0013862,              0.0013862
                    158,                 1.4232,                0.18312,                      0,                0.67011,                0.85258,                0.88002,                0.89202,                0.93084,                0.46271,                 0.9035,                0.91549,                0.95799,                0.89903,                 1.7505,                0.24873,                      0,                0.77917,                0.89665,              0.0013822,              0.0013822,              0.0013822
                    159,                 1.3835,                0.16662,                      0,                0.65746,                0.85858,                0.90818,                0.88233,                0.93013,                0.49726,                0.91404,                0.92958,                0.96164,                0.91895,                 1.6597,                0.20672,                      0,                0.73222,                0.88206,              0.0013783,              0.0013783,              0.0013783
                    160,                 1.3894,                0.16649,                      0,                 0.6404,                0.85799,                0.91215,                0.87741,                0.94222,                0.48974,                0.92679,                0.89149,                0.95607,                 0.9105,                 1.6288,                0.20771,                      0,                0.70403,                0.87734,              0.0013743,              0.0013743,              0.0013743
                    161,                 1.3784,                0.15803,                      0,                0.65279,                0.85595,                0.90519,                0.84507,                 0.9305,                 0.4797,                0.86092,                0.90088,                0.93552,                0.89205,                 1.5945,                0.20746,                      0,                0.74006,                 0.8724,              0.0013704,              0.0013704,              0.0013704
                    162,                 1.3952,                0.16306,                      0,                0.64571,                0.86053,                0.89414,                0.89202,                0.93808,                0.48826,                0.90279,                0.90141,                0.95406,                0.89569,                 1.6503,                0.23417,                      0,                0.72642,                0.87988,              0.0013664,              0.0013664,              0.0013664
                    163,                 1.4106,                0.18049,                      0,                0.67294,                0.85799,                0.92597,                0.82215,                0.91326,                0.45867,                0.88595,                0.91549,                0.95301,                0.89688,                  1.727,                0.23221,                      0,                0.74917,                0.89282,              0.0013624,              0.0013624,              0.0013624
                    164,                 1.4059,                0.17256,                      0,                  0.659,                 0.8625,                 0.9285,                0.85353,                0.92764,                0.46186,                0.92132,                0.87962,                0.96068,                0.91068,                 1.7081,                0.22408,                      0,                0.73385,                0.88633,              0.0013585,              0.0013585,              0.0013585
                    165,                 1.4038,                0.16635,                      0,                0.66432,                0.85124,                0.87775,                0.90141,                0.94124,                0.50825,                 0.8927,                0.91549,                0.95449,                0.90631,                 1.6118,                0.23362,                      0,                0.72914,                0.88025,              0.0013545,              0.0013545,              0.0013545
                    166,                 1.4125,                0.16492,                      0,                0.65543,                0.85003,                0.88524,                0.86913,                 0.9238,                0.49366,                0.91871,                  0.902,                0.95804,                0.91149,                 1.6332,                0.21222,                      0,                  0.728,                0.88535,              0.0013506,              0.0013506,              0.0013506
                    167,                 1.3685,                0.16466,                      0,                0.64258,                0.85525,                0.88336,                0.88892,                0.92876,                0.51424,                0.90202,                 0.9077,                0.95702,                0.90584,                  1.598,                0.23027,                      0,                0.70916,                0.87532,              0.0013466,              0.0013466,              0.0013466
                    168,                 1.3965,                0.16302,                      0,                0.65832,                0.84937,                0.94075,                0.82629,                 0.9362,                0.51209,                0.87125,                0.91549,                0.95908,                0.91015,                 1.6228,                0.22287,                      0,                0.71233,                0.87632,              0.0013426,              0.0013426,              0.0013426
                    169,                 1.3893,                0.15093,                      0,                0.64677,                0.85854,                0.90213,                0.86548,                  0.937,                 0.5068,                 0.9217,                0.88425,                0.96105,                0.91418,                 1.6472,                0.22701,                      0,                 0.6978,                0.87629,              0.0013387,              0.0013387,              0.0013387
                    170,                 1.3772,                0.16166,                      0,                0.63845,                0.85047,                0.93426,                0.87324,                0.94171,                0.48781,                0.93796,                0.88263,                0.95978,                0.90634,                 1.6695,                0.25051,                      0,                0.71274,                0.88474,              0.0013347,              0.0013347,              0.0013347
                    171,                 1.3482,                0.15093,                      0,                0.63757,                0.84896,                0.85743,                0.90141,                0.93645,                0.49944,                0.89834,                0.91273,                 0.9594,                0.91207,                  1.646,                0.22129,                      0,                0.70473,                0.88196,              0.0013308,              0.0013308,              0.0013308
                    172,                 1.3827,                0.16159,                      0,                0.65172,                0.85755,                0.87554,                0.89173,                0.93106,                0.50001,                0.88698,                 0.9108,                 0.9539,                0.90502,                 1.6726,                0.23546,                      0,                0.71889,                0.88562,              0.0013268,              0.0013268,              0.0013268
                    173,                 1.3739,                0.16803,                      0,                0.64932,                0.85179,                 0.9053,                0.88263,                0.93143,                0.49408,                0.91338,                0.92019,                0.95694,                0.90756,                 1.6721,                0.23713,                      0,                0.70578,                0.88661,              0.0013228,              0.0013228,              0.0013228
                    174,                 1.3777,                0.14866,                      0,                0.63029,                0.85005,                0.88522,                0.90518,                0.93708,                0.49413,                 0.8944,                0.91457,                0.95505,                0.90549,                 1.6561,                0.21767,                      0,                0.72363,                0.88026,              0.0013189,              0.0013189,              0.0013189
                    175,                 1.3702,                 0.1454,                      0,                0.63658,                0.85398,                0.84389,                 0.9061,                0.91932,                0.48628,                0.86545,                0.93427,                0.94146,                0.89406,                 1.6435,                0.22295,                      0,                0.72915,                0.88695,              0.0013149,              0.0013149,              0.0013149
                    176,                 1.3839,                0.16093,                      0,                0.63225,                0.85544,                0.87674,                0.91549,                0.93005,                0.49727,                0.89028,                0.92958,                0.95276,                 0.8999,                 1.6377,                0.22813,                      0,                 0.7133,                0.88757,               0.001311,               0.001311,               0.001311
                    177,                 1.4228,                 0.1781,                      0,                0.65143,                0.85892,                0.86328,                 0.8216,                0.89095,                0.42113,                0.88158,                 0.8388,                0.92669,                0.87624,                 1.8256,                  0.239,                      0,                0.79954,                0.91084,               0.001307,               0.001307,               0.001307
                    178,                 1.3291,                0.13764,                      0,                0.62889,                0.85438,                0.90189,                0.90634,                0.94013,                0.51099,                0.89529,                0.92958,                0.95607,                0.90506,                 1.6289,                0.22877,                      0,                0.71387,                0.88132,               0.001303,               0.001303,               0.001303
                    179,                 1.3371,                0.14799,                      0,                0.63148,                 0.8492,                0.90016,                 0.9108,                0.95003,                0.50846,                0.87157,                0.93897,                0.95784,                0.90984,                 1.5919,                0.20917,                      0,                0.69254,                0.87376,              0.0012991,              0.0012991,              0.0012991
                    180,                 1.3557,                0.15123,                      0,                0.63099,                0.84905,                0.90834,                0.88399,                0.92626,                0.50305,                0.92136,                0.91549,                0.95674,                0.91269,                 1.5887,                0.20212,                      0,                0.72573,                 0.8758,              0.0012951,              0.0012951,              0.0012951
                    181,                 1.3371,                0.15365,                      0,                0.62972,                0.84993,                0.87657,                0.90141,                0.91856,                0.47865,                0.90453,                0.93412,                0.95881,                 0.9122,                 1.6822,                0.20121,                      0,                0.74225,                0.88367,              0.0012912,              0.0012912,              0.0012912
                    182,                 1.3866,                0.16417,                      0,                0.64217,                0.84781,                0.90774,                0.87761,                0.93384,                0.48631,                 0.9223,                0.89169,                0.96368,                0.91463,                 1.6849,                0.21251,                      0,                0.71203,                 0.8879,              0.0012872,              0.0012872,              0.0012872
                    183,                 1.3802,                0.15776,                      0,                0.64687,                0.85202,                0.90932,                0.85446,                0.91357,                 0.4588,                0.92028,                0.86712,                0.94449,                0.90667,                 1.8014,                0.20589,                      0,                0.76455,                 0.9055,              0.0012832,              0.0012832,              0.0012832
                    184,                 1.3491,                0.15299,                      0,                0.63246,                0.84636,                0.90637,                0.86349,                0.93306,                0.51176,                0.86751,                0.92222,                0.95782,                 0.9022,                 1.6445,                0.24102,                      0,                0.71374,                0.87917,              0.0012793,              0.0012793,              0.0012793
                    185,                  1.378,                0.15935,                      0,                 0.6334,                0.85066,                0.89982,                0.88732,                0.92927,                0.49791,                0.90658,                0.91121,                0.95426,                0.89758,                 1.6323,                0.21763,                      0,                0.71851,                0.87804,              0.0012753,              0.0012753,              0.0012753
                    186,                  1.358,                0.16703,                      0,                 0.6312,                0.84921,                0.91577,                0.86776,                0.92982,                0.50179,                0.92566,                0.87691,                0.95115,                0.91005,                 1.6747,                0.21245,                      0,                0.70609,                0.88389,              0.0012714,              0.0012714,              0.0012714
                    187,                 1.3627,                0.16349,                      0,                0.63318,                0.84892,                0.91973,                0.86071,                0.94212,                0.50773,                0.92976,                 0.8701,                0.96089,                0.91383,                 1.6697,                0.21815,                      0,                0.71954,                0.88655,              0.0012674,              0.0012674,              0.0012674
                    188,                 1.3244,                0.15441,                      0,                0.62762,                 0.8552,                0.87926,                0.85475,                0.90562,                0.50453,                0.90484,                0.89283,                0.94417,                 0.9012,                 1.6434,                0.20749,                      0,                0.72906,                0.88154,              0.0012634,              0.0012634,              0.0012634
                    189,                   1.34,                0.14665,                      0,                0.61314,                0.84478,                0.89084,                0.83568,                0.89545,                0.45974,                0.90231,                0.86725,                0.93511,                0.88251,                 1.7331,                0.20667,                      0,                0.77281,                0.89405,              0.0012595,              0.0012595,              0.0012595
                    190,                  1.349,                0.14536,                      0,                0.62435,                0.84461,                0.84745,                0.89671,                0.89785,                0.46482,                0.87076,                0.92019,                 0.9273,                0.88136,                 1.7293,                0.19724,                      0,                0.78143,                0.88969,              0.0012555,              0.0012555,              0.0012555
                    191,                 1.3532,                0.16637,                      0,                0.62096,                0.85492,                0.89173,                0.84977,                0.90755,                0.49537,                0.90507,                0.92488,                0.95551,                 0.9055,                  1.713,                0.21772,                      0,                0.74325,                0.88982,              0.0012516,              0.0012516,              0.0012516
                    192,                 1.3562,                0.15325,                      0,                0.62709,                0.83631,                0.87924,                0.85915,                0.90429,                0.48578,                0.91287,                0.89202,                0.95929,                0.91096,                 1.6907,                0.21016,                      0,                0.73593,                0.88862,              0.0012476,              0.0012476,              0.0012476
                    193,                 1.3346,                 0.1391,                      0,                0.62381,                0.85385,                0.85591,                0.91549,                0.92917,                0.50441,                0.88531,                0.94366,                0.96222,                 0.9124,                 1.6221,                0.20931,                      0,                0.70545,                0.87724,              0.0012436,              0.0012436,              0.0012436
                    194,                 1.3287,                0.15385,                      0,                0.62427,                0.84844,                0.87667,                0.91549,                0.92844,                0.51284,                0.89474,                0.93427,                0.95323,                0.91055,                 1.6126,                0.20812,                      0,                0.68477,                0.87425,              0.0012397,              0.0012397,              0.0012397
                    195,                  1.303,                0.15621,                      0,                0.61888,                0.83956,                0.90063,                0.89357,                0.92499,                0.50298,                0.92469,                0.92232,                0.96084,                0.90617,                 1.5853,                0.20703,                      0,                0.68712,                0.87384,              0.0012357,              0.0012357,              0.0012357
                    196,                 1.3344,                0.14605,                      0,                0.63254,                0.84793,                0.87457,                0.88263,                0.92626,                0.48335,                0.90205,                0.89671,                0.95742,                0.90713,                 1.6691,                0.22737,                      0,                0.72122,                 0.8823,              0.0012318,              0.0012318,              0.0012318
                    197,                 1.3064,                0.15475,                      0,                0.61928,                 0.8466,                0.89918,                 0.8793,                0.92544,                0.50979,                 0.9433,                0.87793,                0.96267,                0.91242,                 1.6495,                0.22271,                      0,                0.68606,                 0.8864,              0.0012278,              0.0012278,              0.0012278
                    198,                 1.3147,                0.14347,                      0,                 0.6317,                0.83861,                0.89948,                0.87793,                0.93271,                 0.4953,                0.91392,                 0.8972,                0.95603,                0.89886,                 1.6341,                0.23414,                      0,                0.70903,                0.88765,              0.0012238,              0.0012238,              0.0012238
                    199,                 1.3213,                 0.1587,                      0,                0.62762,                 0.8514,                0.85585,                0.92019,                0.92287,                0.49322,                0.87788,                0.94498,                0.94992,                0.90305,                 1.6433,                 0.2106,                      0,                0.71602,                0.88371,              0.0012199,              0.0012199,              0.0012199
                    200,                 1.3251,                0.15644,                      0,                0.63638,                0.84712,                0.89297,                 0.9108,                0.94409,                0.49253,                0.89695,                0.92488,                0.96019,                0.90346,                 1.6806,                0.21041,                      0,                0.71548,                 0.8861,              0.0012159,              0.0012159,              0.0012159
                    201,                 1.3153,                  0.142,                      0,                0.61978,                 0.8453,                 0.8983,                0.89671,                0.93364,                 0.4994,                0.92326,                0.92019,                0.96347,                0.91452,                 1.6705,                0.20852,                      0,                0.71069,                 0.8863,               0.001212,               0.001212,               0.001212
                    202,                 1.3386,                0.15388,                      0,                0.62912,                0.84621,                0.87359,                0.87793,                0.92891,                0.50884,                0.90464,                 0.9061,                0.96208,                0.91223,                 1.6445,                0.20106,                      0,                0.70144,                0.88168,               0.001208,               0.001208,               0.001208
                    203,                 1.2989,                0.14374,                      0,                 0.6114,                0.84637,                0.88698,                0.89202,                0.92098,                0.50068,                0.91522,                0.92019,                0.96168,                 0.9126,                 1.6523,                0.20709,                      0,                0.71415,                0.88434,               0.001204,               0.001204,               0.001204
                    204,                 1.3298,                0.14976,                      0,                0.61638,                0.84483,                0.88478,                0.87324,                 0.9099,                0.50371,                0.91118,                0.90141,                0.95678,                0.90647,                 1.6112,                0.19748,                      0,                0.70278,                0.87613,              0.0012001,              0.0012001,              0.0012001
                    205,                 1.3207,                0.15148,                      0,                0.61712,                0.84623,                0.88348,                0.88732,                0.91742,                0.50097,                0.90727,                0.91549,                0.95701,                 0.9033,                  1.641,                0.20328,                      0,                0.67846,                0.88133,              0.0011961,              0.0011961,              0.0011961
                    206,                 1.3104,                0.14779,                      0,                0.61476,                0.84876,                0.88582,                0.88732,                0.92161,                0.51062,                0.91592,                0.92053,                0.96103,                0.91246,                 1.6461,                0.19474,                      0,                0.69739,                 0.8833,              0.0011922,              0.0011922,              0.0011922
