                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     95,                   1.56,                0.24494,                      0,                0.75723,                0.88379,                0.90872,                0.90141,                0.94487,                0.48115,                0.91917,                 0.9108,                0.95998,                 0.8947,                 1.6713,                0.24129,                      0,                0.77229,                0.89671,              0.0016317,              0.0016317,              0.0016317
                     96,                 1.6061,                0.24054,                      0,                0.75824,                0.87858,                0.90302,                0.84507,                0.94132,                0.47594,                0.91572,                0.86722,                0.95729,                 0.8922,                 1.6068,                0.23129,                      0,                0.74926,                0.89976,              0.0016278,              0.0016278,              0.0016278
                     97,                 1.5991,                0.24909,                      0,                 0.7526,                 0.8904,                 0.9006,                0.85074,                0.94247,                0.48536,                0.91803,                0.89389,                0.95882,                0.88942,                 1.6298,                0.24388,                      0,                0.81135,                0.89542,              0.0016238,              0.0016238,              0.0016238
                     98,                 1.6096,                0.25697,                      0,                0.75417,                0.88694,                0.90839,                0.85915,                0.93529,                0.49131,                0.92328,                0.87324,                0.95395,                0.89119,                 1.6219,                0.22138,                      0,                0.80691,                0.88948,              0.0016198,              0.0016198,              0.0016198
                     99,                 1.5814,                0.23563,                      0,                0.74911,                0.88077,                0.89129,                0.85915,                0.92608,                0.48193,                0.90312,                0.87324,                 0.9506,                 0.8909,                 1.6786,                0.23062,                      0,                0.91595,                0.90128,              0.0016159,              0.0016159,              0.0016159
                    100,                 1.6037,                0.24153,                      0,                0.76124,                0.89522,                0.92004,                0.86429,                0.93997,                0.48836,                0.93499,                0.87781,                0.95568,                0.90571,                  1.705,                0.21599,                      0,                 0.8288,                0.90263,              0.0016119,              0.0016119,              0.0016119
                    101,                 1.5766,                0.23101,                      0,                0.75162,                0.88258,                0.85679,                0.87793,                 0.9238,                0.47725,                0.88666,                0.92019,                 0.9608,                0.90864,                 1.6853,                0.19723,                      0,                0.76981,                0.90378,               0.001608,               0.001608,               0.001608
                    102,                 1.6239,                0.23638,                      0,                0.77708,                 0.8845,                0.88064,                 0.9006,                0.93786,                0.48337,                0.89022,                0.92019,                0.95835,                0.90617,                 1.6587,                0.20752,                      0,                 0.7551,                 0.9026,               0.001604,               0.001604,               0.001604
                    103,                 1.5854,                0.22581,                      0,                0.75536,                0.88477,                0.89645,                0.85915,                0.93223,                0.48506,                0.90873,                0.88813,                 0.9572,                0.89595,                 1.6082,                0.22156,                      0,                0.74239,                0.90084,                 0.0016,                 0.0016,                 0.0016
                    104,                 1.6167,                0.23028,                      0,                0.77608,                0.88205,                0.86875,                0.86385,                 0.9275,                0.47733,                0.89682,                0.89773,                0.95352,                0.88496,                  1.693,                  0.232,                      0,                0.79141,                0.90022,              0.0015961,              0.0015961,              0.0015961
                    105,                 1.6205,                0.22997,                      0,                0.75386,                0.88513,                0.88737,                0.86385,                0.93348,                0.49544,                    0.9,                0.88263,                0.95175,                0.89351,                 1.7134,                0.21083,                      0,                0.85231,                0.89918,              0.0015921,              0.0015921,              0.0015921
                    106,                 1.5842,                0.21813,                      0,                0.74263,                0.87645,                0.84871,                0.89549,                0.92629,                  0.489,                0.89399,                0.91063,                0.95108,                0.88426,                 1.7446,                0.24223,                      0,                0.85909,                0.90419,              0.0015882,              0.0015882,              0.0015882
                    107,                 1.5256,                0.20982,                      0,                0.72674,                0.88106,                0.86549,                0.90141,                0.94185,                 0.5018,                0.87219,                0.91549,                0.95829,                0.90003,                 1.5831,                0.19987,                      0,                 0.8594,                0.89379,              0.0015842,              0.0015842,              0.0015842
                    108,                 1.6067,                0.21517,                      0,                0.74868,                0.88617,                0.87138,                0.88263,                0.93892,                0.50591,                0.89153,                0.90141,                0.95445,                   0.89,                 1.6069,                0.22319,                      0,                 0.8907,                0.88949,              0.0015802,              0.0015802,              0.0015802
                    109,                 1.5692,                0.22108,                      0,                0.74421,                0.87904,                0.85337,                0.87434,                0.92667,                0.49172,                0.90427,                0.89671,                  0.956,                0.90408,                 1.6749,                0.21228,                      0,                0.83848,                0.89948,              0.0015763,              0.0015763,              0.0015763
                    110,                 1.5455,                0.21693,                      0,                0.71207,                0.88468,                 0.8705,                0.87793,                0.91912,                0.47504,                0.90701,                0.91549,                0.95845,                 0.8979,                 1.6925,                0.21839,                      0,                0.82615,                0.90078,              0.0015723,              0.0015723,              0.0015723
                    111,                 1.5885,                0.22508,                      0,                0.74885,                0.88705,                0.89827,                 0.8291,                0.91975,                0.49449,                0.86945,                0.90679,                0.95519,                0.90009,                 1.6897,                 0.2292,                      0,                0.89499,                0.90119,              0.0015684,              0.0015684,              0.0015684
                    112,                 1.5809,                0.22719,                      0,                0.75558,                0.88095,                0.88602,                0.87592,                0.93544,                0.49457,                0.89547,                0.88486,                 0.9526,                0.89174,                 1.7456,                0.24811,                      0,                 0.9198,                0.90021,              0.0015644,              0.0015644,              0.0015644
                    113,                 1.5532,                0.22742,                      0,                0.72194,                 0.8712,                0.90472,                0.89202,                0.93951,                0.48894,                0.91978,                 0.9108,                0.95972,                0.90356,                 1.5826,                0.21155,                      0,                0.78446,                0.89427,              0.0015604,              0.0015604,              0.0015604
                    114,                 1.5738,                0.23445,                      0,                0.73612,                0.87472,                0.86705,                 0.9108,                0.93967,                0.49361,                0.88427,                0.93427,                 0.9572,                0.90355,                 1.6294,                0.21012,                      0,                0.81842,                0.89234,              0.0015565,              0.0015565,              0.0015565
                    115,                 1.5327,                 0.2057,                      0,                0.71628,                0.88074,                0.88018,                0.86221,                0.93235,                0.47469,                 0.9045,                0.88933,                0.95251,                0.90059,                 1.6393,                0.20404,                      0,                0.75868,                0.89967,              0.0015525,              0.0015525,              0.0015525
                    116,                 1.5425,                0.22972,                      0,                0.73605,                0.88168,                0.86462,                0.89202,                0.93848,                0.48934,                0.91557,                0.89671,                0.96358,                0.91902,                 1.6812,                0.19403,                      0,                0.80624,                0.90705,              0.0015486,              0.0015486,              0.0015486
                    117,                  1.592,                0.21205,                      0,                0.74589,                0.87911,                0.88346,                0.88974,                 0.9311,                0.47251,                0.91155,                0.91934,                0.96585,                0.90924,                 1.7003,                0.19494,                      0,                0.73875,                0.90765,              0.0015446,              0.0015446,              0.0015446
                    118,                 1.5241,                0.21256,                      0,                0.71114,                0.87917,                0.89793,                0.90141,                0.95052,                0.50327,                 0.9174,                 0.9108,                0.95702,                 0.9076,                 1.7447,                 0.1984,                      0,                0.87886,                0.90296,              0.0015406,              0.0015406,              0.0015406
                    119,                 1.5651,                0.21718,                      0,                0.72861,                0.87575,                0.90301,                0.87422,                0.93387,                0.49527,                0.92287,                0.89884,                0.96202,                0.89527,                 1.7167,                0.22611,                      0,                0.74771,                0.90593,              0.0015367,              0.0015367,              0.0015367
                    120,                 1.5372,                0.21374,                      0,                0.72913,                0.87198,                0.88016,                0.89651,                0.92206,                0.49177,                 0.9013,                0.94366,                0.96079,                0.90562,                 1.6662,                0.20007,                      0,                 0.7622,                0.90079,              0.0015327,              0.0015327,              0.0015327
                    121,                 1.5737,                0.23052,                      0,                0.74855,                0.87703,                0.90291,                0.87319,                 0.9342,                0.48601,                0.91261,                0.89671,                0.95359,                0.90297,                 1.6223,                 0.2454,                      0,                0.86831,                0.88646,              0.0015288,              0.0015288,              0.0015288
                    122,                 1.5598,                0.22007,                      0,                0.72519,                0.87606,                0.88027,                0.86854,                 0.9214,                0.47698,                0.90612,                0.90629,                 0.9593,                0.91146,                 1.6093,                0.19867,                      0,                0.75315,                0.89177,              0.0015248,              0.0015248,              0.0015248
                    123,                 1.5718,                0.23093,                      0,                0.74047,                0.88282,                 0.8619,                0.87324,                0.92144,                0.47241,                0.87636,                0.91549,                0.95691,                0.89385,                 1.6802,                0.21613,                      0,                0.81863,                0.89551,              0.0015208,              0.0015208,              0.0015208
                    124,                 1.5495,                0.23554,                      0,                0.73595,                0.87038,                0.87274,                0.89202,                0.93205,                0.48899,                0.88305,                0.92488,                0.96331,                 0.9133,                 1.6715,                0.18849,                      0,                0.76772,                0.89874,              0.0015169,              0.0015169,              0.0015169
                    125,                 1.5322,                0.21584,                      0,                0.72318,                 0.8765,                0.89416,                 0.9108,                0.94277,                0.48709,                 0.9075,                0.94836,                0.96929,                0.91279,                 1.7165,                0.19327,                      0,                0.79674,                0.90155,              0.0015129,              0.0015129,              0.0015129
                    126,                 1.5069,                0.20661,                      0,                0.70885,                0.87573,                 0.9144,                0.87793,                0.94984,                0.50173,                0.86842,                0.96052,                0.96828,                0.90566,                 1.6366,                0.23088,                      0,                0.70858,                0.89507,               0.001509,               0.001509,               0.001509
                    127,                 1.5178,                  0.209,                      0,                0.71542,                0.87268,                0.85558,                0.89202,                0.92715,                0.48035,                0.87698,                0.91549,                0.94829,                0.88462,                 1.6572,                0.22635,                      0,                0.87087,                0.90002,               0.001505,               0.001505,               0.001505
                    128,                 1.5423,                0.20183,                      0,                0.72222,                0.87248,                0.84879,                0.87793,                0.92789,                0.48921,                0.86158,                 0.9059,                0.95617,                0.89927,                 1.6195,                0.19682,                      0,                0.84732,                0.90129,               0.001501,               0.001501,               0.001501
                    129,                 1.5039,                0.19429,                      0,                0.70622,                0.87488,                0.87667,                0.90102,                0.93916,                0.50495,                0.89938,                0.92321,                 0.9646,                0.90233,                 1.6209,                0.21091,                      0,                0.83665,                0.89289,              0.0014971,              0.0014971,              0.0014971
                    130,                 1.4827,                0.21074,                      0,                0.69827,                0.86441,                0.90753,                 0.8755,                0.93064,                 0.5022,                0.89626,                0.93287,                0.96617,                0.91652,                 1.5857,                0.17306,                      0,                0.77766,                 0.8924,              0.0014931,              0.0014931,              0.0014931
                    131,                 1.4851,                0.21017,                      0,                0.71601,                0.87067,                 0.8827,                0.88327,                0.92928,                0.49093,                0.89745,                0.90394,                0.95797,                0.90804,                 1.6312,                 0.1971,                      0,                0.82359,                0.88931,              0.0014892,              0.0014892,              0.0014892
                    132,                 1.5298,                0.19644,                      0,                   0.71,                0.87107,                0.89072,                0.90141,                0.93868,                0.47802,                0.88431,                0.93897,                0.96074,                0.90153,                 1.6828,                0.20793,                      0,                 0.8048,                0.89908,              0.0014852,              0.0014852,              0.0014852
                    133,                 1.5409,                0.20002,                      0,                0.72257,                0.87941,                0.89484,                 0.9189,                0.93968,                0.47894,                0.90017,                0.94836,                0.96638,                0.90448,                 1.6123,                0.20353,                      0,                0.83697,                0.89399,              0.0014812,              0.0014812,              0.0014812
                    134,                 1.4924,                0.19967,                      0,                0.70527,                0.87525,                0.88676,                 0.9108,                0.94834,                0.50803,                0.89173,                0.92958,                0.96506,                0.91831,                 1.5888,                0.18653,                      0,                  0.776,                0.88932,              0.0014773,              0.0014773,              0.0014773
                    135,                 1.4875,                0.19143,                      0,                0.68936,                0.86444,                0.92158,                0.82756,                0.93826,                0.50416,                0.87803,                0.91249,                0.96067,                0.91618,                 1.5948,                0.18102,                      0,                0.74889,                0.88992,              0.0014733,              0.0014733,              0.0014733
                    136,                 1.4791,                0.19697,                      0,                0.70606,                  0.865,                0.86792,                0.89469,                0.93465,                0.50368,                0.89227,                0.92958,                0.96327,                0.91611,                  1.615,                0.17432,                      0,                 0.7793,                0.89213,              0.0014694,              0.0014694,              0.0014694
                    137,                 1.4864,                 0.1933,                      0,                0.69811,                0.86873,                0.88211,                0.91336,                0.93946,                0.49411,                0.90478,                0.93684,                0.96877,                0.91319,                 1.6498,                0.18891,                      0,                0.74788,                0.89354,              0.0014654,              0.0014654,              0.0014654
                    138,                 1.5084,                0.20114,                      0,                0.71666,                 0.8709,                0.89601,                0.87793,                0.94007,                0.50998,                0.91416,                0.89992,                  0.968,                 0.9143,                 1.5825,                0.20554,                      0,                 0.7953,                0.88843,              0.0014614,              0.0014614,              0.0014614
                    139,                  1.508,                0.19742,                      0,                0.71182,                0.86905,                0.87581,                 0.9108,                0.94321,                0.51387,                0.89648,                0.93897,                 0.9656,                0.91362,                 1.5882,                0.19817,                      0,                0.76507,                0.89339,              0.0014575,              0.0014575,              0.0014575
                    140,                 1.5376,                 0.2031,                      0,                0.71831,                0.87469,                0.89986,                0.86854,                0.93117,                0.48847,                0.92112,                0.89202,                0.96433,                0.90653,                 1.6356,                0.20219,                      0,                0.82571,                0.90181,              0.0014535,              0.0014535,              0.0014535
                    141,                 1.4968,                0.17466,                      0,                0.69989,                0.87887,                0.90343,                0.87841,                0.93296,                0.48554,                0.89973,                0.92684,                0.96344,                0.90662,                 1.7198,                0.19975,                      0,                0.75705,                0.90282,              0.0014496,              0.0014496,              0.0014496
                    142,                 1.4524,                 0.1775,                      0,                0.68573,                0.87112,                0.90108,                 0.9061,                0.94534,                 0.5075,                0.91509,                0.92019,                0.96845,                0.91458,                  1.582,                0.19263,                      0,                0.74861,                0.89191,              0.0014456,              0.0014456,              0.0014456
                    143,                 1.4805,                0.19304,                      0,                0.69099,                0.86857,                0.90027,                0.87324,                0.93222,                0.49152,                0.90699,                 0.9108,                0.96618,                 0.9077,                 1.6465,                0.19768,                      0,                0.78693,                0.90438,              0.0014416,              0.0014416,              0.0014416
                    144,                 1.5069,                0.19187,                      0,                0.71006,                0.86722,                0.92448,                0.86207,                0.93779,                0.50207,                0.92177,                0.88512,                0.96544,                0.91763,                 1.6447,                0.19535,                      0,                0.73455,                 0.8991,              0.0014377,              0.0014377,              0.0014377
                    145,                 1.4844,                0.19469,                      0,                0.69735,                  0.874,                0.90086,                0.90141,                0.94655,                 0.4957,                0.90147,                0.91549,                0.96113,                0.90762,                 1.6637,                0.21291,                      0,                0.77678,                0.89851,              0.0014337,              0.0014337,              0.0014337
                    146,                 1.5008,                 0.2018,                      0,                0.71898,                 0.8642,                0.90403,                0.86854,                0.93021,                0.48826,                0.91545,                0.89202,                0.96009,                0.90988,                 1.6835,                0.20718,                      0,                0.79101,                0.89919,              0.0014298,              0.0014298,              0.0014298
                    147,                 1.5093,                0.18742,                      0,                0.71213,                0.87389,                0.90774,                0.88732,                0.93683,                0.48911,                  0.918,                0.91549,                0.96223,                0.91376,                 1.6688,                0.19546,                      0,                0.82031,                0.89655,              0.0014258,              0.0014258,              0.0014258
                    148,                 1.4659,                0.17882,                      0,                0.68357,                0.86358,                 0.8991,                0.87857,                0.93359,                0.49545,                0.92798,                 0.9074,                0.96525,                0.91932,                 1.5688,                0.18029,                      0,                0.76946,                 0.8929,              0.0014218,              0.0014218,              0.0014218
                    149,                 1.5089,                0.19121,                      0,                0.69954,                0.86739,                0.89024,                 0.8758,                0.94046,                0.50496,                0.86217,                0.93974,                0.96147,                0.91255,                 1.5539,                0.18749,                      0,                 0.8005,                0.89052,              0.0014179,              0.0014179,              0.0014179
                    150,                 1.4912,                 0.1906,                      0,                0.70114,                0.86889,                0.87542,                0.87793,                0.93218,                0.49304,                 0.8824,                0.91592,                0.95903,                0.91604,                 1.6135,                0.18101,                      0,                  0.812,                0.89395,              0.0014139,              0.0014139,              0.0014139
                    151,                 1.4838,                0.20195,                      0,                0.70148,                0.86763,                0.87797,                0.84038,                 0.9193,                0.48732,                0.89831,                0.87099,                0.95574,                0.90586,                 1.6372,                0.19403,                      0,                0.88581,                 0.8987,                0.00141,                0.00141,                0.00141
                    152,                 1.5045,                0.18805,                      0,                0.69059,                0.87396,                0.87081,                0.85446,                0.91795,                0.47975,                0.87063,                0.90141,                0.94976,                0.89979,                  1.586,                0.18473,                      0,                0.80984,                0.89044,               0.001406,               0.001406,               0.001406
                    153,                 1.4935,                0.18804,                      0,                0.70312,                0.86697,                0.88134,                0.87178,                0.92564,                0.48972,                0.89905,                0.89202,                0.95207,                0.89786,                 1.5837,                0.19795,                      0,                0.80366,                0.88594,               0.001402,               0.001402,               0.001402
                    154,                 1.4923,                0.18818,                      0,                0.69853,                0.86175,                0.88771,                0.89202,                0.93903,                0.50346,                0.90178,                0.90519,                0.95832,                0.90514,                 1.5949,                0.19843,                      0,                0.80149,                0.88941,              0.0013981,              0.0013981,              0.0013981
                    155,                 1.4627,                0.18281,                      0,                0.68264,                0.86749,                0.88673,                0.84529,                0.92371,                0.48545,                0.88585,                0.89671,                0.96165,                0.90617,                 1.7024,                0.18945,                      0,                0.78583,                0.89249,              0.0013941,              0.0013941,              0.0013941
                    156,                 1.4953,                0.19184,                      0,                0.69659,                0.86677,                0.89422,                0.87314,                0.93866,                 0.4926,                0.88494,                0.90268,                0.95756,                0.90739,                 1.6041,                0.18456,                      0,                0.74297,                0.89052,              0.0013902,              0.0013902,              0.0013902
                    157,                 1.4799,                0.19707,                      0,                0.69674,                0.87183,                0.88332,                0.88855,                0.93356,                0.48656,                0.91125,                0.92019,                0.96717,                 0.9176,                 1.6586,                0.18519,                      0,                0.73177,                0.89685,              0.0013862,              0.0013862,              0.0013862
                    158,                 1.5332,                0.18425,                      0,                0.69892,                0.86769,                0.86889,                 0.9061,                0.93105,                0.48656,                 0.8938,                0.94826,                0.96274,                0.90895,                 1.6455,                0.19552,                      0,                0.81752,                0.89523,              0.0013822,              0.0013822,              0.0013822
                    159,                  1.491,                0.17859,                      0,                0.68934,                0.86875,                 0.8409,                0.85915,                0.89295,                0.44324,                0.87306,                0.89202,                 0.9401,                0.88307,                 1.7249,                0.21938,                      0,                0.92531,                0.91222,              0.0013783,              0.0013783,              0.0013783
                    160,                 1.5008,                0.18416,                      0,                0.69907,                0.86512,                0.85772,                0.87737,                0.93144,                0.49564,                0.88975,                0.90932,                0.95779,                0.90283,                 1.6676,                0.20034,                      0,                0.84741,                0.89296,              0.0013743,              0.0013743,              0.0013743
                    161,                 1.4897,                0.18987,                      0,                0.69742,                0.86608,                0.90297,                0.87324,                0.93444,                0.50644,                0.92208,                0.93427,                0.96893,                0.91812,                 1.5343,                0.19585,                      0,                0.75748,                0.88617,              0.0013704,              0.0013704,              0.0013704
                    162,                 1.4282,                0.18803,                      0,                0.66968,                0.86026,                0.92423,                0.85904,                 0.9456,                0.49217,                0.94423,                0.87435,                0.96879,                 0.9127,                 1.5705,                 0.1877,                      0,                0.71685,                0.89064,              0.0013664,              0.0013664,              0.0013664
                    163,                 1.4711,                0.17441,                      0,                0.68451,                0.86472,                0.89249,                0.88263,                0.93336,                0.49948,                0.91646,                 0.9061,                 0.9605,                0.90898,                 1.6183,                0.19107,                      0,                0.77928,                0.89432,              0.0013624,              0.0013624,              0.0013624
                    164,                 1.4943,                0.18538,                      0,                0.70867,                0.86714,                 0.8597,                0.86303,                 0.9218,                0.47858,                0.89347,                0.89671,                0.95736,                0.90733,                 1.6422,                0.18478,                      0,                0.79115,                0.90366,              0.0013585,              0.0013585,              0.0013585
                    165,                 1.4752,                0.17277,                      0,                0.68861,                0.86187,                0.89614,                0.89119,                0.94043,                0.48407,                0.91492,                0.90873,                0.96191,                0.90719,                 1.6993,                0.20627,                      0,                0.85924,                0.90343,              0.0013545,              0.0013545,              0.0013545
                    166,                 1.4656,                0.17439,                      0,                0.67351,                0.86597,                0.86728,                 0.9061,                 0.9402,                0.49999,                0.89216,                0.95305,                0.96649,                0.92054,                 1.6766,                0.19618,                      0,                0.85899,                0.89942,              0.0013506,              0.0013506,              0.0013506
                    167,                 1.4652,                 0.1783,                      0,                0.67154,                0.87206,                0.89512,                0.88151,                0.94482,                0.50264,                0.92395,                0.91263,                0.96741,                0.92852,                 1.6448,                0.19226,                      0,                0.92193,                0.89343,              0.0013466,              0.0013466,              0.0013466
                    168,                 1.4404,                0.17949,                      0,                0.66961,                0.86106,                0.84793,                0.88732,                0.92757,                0.50044,                 0.8721,                0.92835,                0.95875,                 0.9164,                 1.6407,                0.18884,                      0,                 0.8411,                0.89319,              0.0013426,              0.0013426,              0.0013426
                    169,                 1.4072,                0.15662,                      0,                0.65583,                0.85682,                0.87327,                0.92019,                0.94138,                0.49839,                0.89554,                0.94366,                0.96337,                0.91451,                 1.7192,                0.21464,                      0,                0.80183,                 0.9035,              0.0013387,              0.0013387,              0.0013387
                    170,                 1.4316,                0.16615,                      0,                0.66576,                 0.8617,                0.89018,                 0.9133,                 0.9412,                0.50112,                 0.9132,                0.93427,                0.96448,                0.91253,                 1.6514,                0.20048,                      0,                0.82477,                0.89525,              0.0013347,              0.0013347,              0.0013347
                    171,                 1.4514,                0.17362,                      0,                0.67366,                0.86206,                0.88567,                0.90919,                0.93427,                0.49171,                0.90378,                0.92604,                0.95996,                0.89827,                 1.7105,                0.25752,                      0,                0.86793,                0.89495,              0.0013308,              0.0013308,              0.0013308
                    172,                 1.4209,                0.18195,                      0,                0.66649,                0.85734,                0.86439,                 0.9061,                0.92828,                0.50126,                 0.9021,                0.94366,                0.96655,                0.91496,                 1.6358,                0.19696,                      0,                0.81871,                0.89595,              0.0013268,              0.0013268,              0.0013268
                    173,                 1.4621,                0.19926,                      0,                0.69456,                0.86459,                0.87346,                0.90736,                0.93067,                0.50186,                0.90057,                0.93552,                0.96353,                0.91622,                  1.658,                0.18792,                      0,                0.84136,                0.89523,              0.0013228,              0.0013228,              0.0013228
                    174,                 1.4193,                0.17555,                      0,                0.67591,                0.85586,                0.88085,                0.90243,                0.92526,                0.48906,                0.91777,                0.93427,                0.96678,                0.91935,                 1.6856,                0.19206,                      0,                0.79009,                0.89719,              0.0013189,              0.0013189,              0.0013189
                    175,                 1.4264,                0.17725,                      0,                0.65822,                0.86363,                0.91003,                0.92019,                0.94433,                0.50042,                0.92396,                0.93427,                 0.9653,                0.91669,                 1.6648,                0.18027,                      0,                0.81126,                0.89653,              0.0013149,              0.0013149,              0.0013149
                    176,                 1.4271,                0.17682,                      0,                0.67138,                0.86561,                0.89463,                0.87696,                0.91616,                0.48655,                0.92925,                 0.9061,                0.96069,                0.90592,                  1.665,                0.19444,                      0,                0.90421,                0.89961,               0.001311,               0.001311,               0.001311
                    177,                 1.4618,                0.16927,                      0,                0.67018,                0.86481,                0.89554,                0.86854,                0.92817,                0.49998,                0.89194,                0.93003,                0.95664,                0.90631,                 1.6535,                0.19675,                      0,                0.83452,                0.89412,               0.001307,               0.001307,               0.001307
                    178,                 1.4242,                 0.1717,                      0,                0.66197,                0.85975,                0.89276,                 0.9061,                0.93338,                0.50955,                0.89623,                0.93897,                0.96376,                0.91162,                 1.5925,                0.18313,                      0,                0.77712,                0.89197,               0.001303,               0.001303,               0.001303
                    179,                 1.4278,                0.16179,                      0,                0.65996,                0.86441,                 0.8886,                0.89879,                 0.9315,                0.50817,                0.90741,                0.92019,                0.95654,                0.90747,                  1.577,                0.18768,                      0,                0.90169,                0.89113,              0.0012991,              0.0012991,              0.0012991
                    180,                 1.4339,                0.16532,                      0,                0.67609,                0.86059,                0.87594,                0.89502,                0.93084,                0.50502,                0.89831,                0.93897,                0.96217,                0.91101,                 1.6437,                 0.1848,                      0,                0.82051,                0.89688,              0.0012951,              0.0012951,              0.0012951
                    181,                 1.4573,                0.17198,                      0,                0.66667,                0.86408,                  0.879,                0.88672,                0.93213,                0.50408,                0.89946,                0.90141,                0.96023,                0.91107,                 1.6098,                0.16533,                      0,                 0.7929,                 0.8916,              0.0012912,              0.0012912,              0.0012912
                    182,                 1.4156,                0.16225,                      0,                0.67483,                0.85609,                0.90383,                0.88243,                0.93938,                0.51186,                0.92332,                0.90456,                0.96311,                0.91924,                 1.5854,                 0.1732,                      0,                0.80034,                0.88492,              0.0012872,              0.0012872,              0.0012872
                    183,                 1.4212,                0.18397,                      0,                0.66718,                 0.8633,                0.93919,                 0.8169,                0.93508,                0.49699,                0.86764,                0.94366,                0.96191,                0.91809,                 1.6608,                0.17902,                      0,                 0.7502,                0.89352,              0.0012832,              0.0012832,              0.0012832
                    184,                 1.4047,                0.17562,                      0,                0.66467,                0.85918,                 0.8571,                0.90111,                0.93021,                0.50662,                0.89244,                0.93487,                0.96642,                0.91389,                 1.5798,                0.17999,                      0,                0.74353,                0.89399,              0.0012793,              0.0012793,              0.0012793
                    185,                   1.45,                0.17588,                      0,                0.67464,                0.85805,                0.86607,                 0.9108,                0.94101,                0.49163,                0.89767,                0.94725,                0.97128,                0.92783,                 1.6214,                0.17231,                      0,                0.72552,                0.89696,              0.0012753,              0.0012753,              0.0012753
                    186,                 1.4011,                0.16828,                      0,                0.66974,                0.85568,                0.92094,                0.87503,                 0.9378,                0.50482,                0.91642,                0.93427,                0.96653,                0.91839,                 1.6523,                  0.182,                      0,                0.70945,                0.89926,              0.0012714,              0.0012714,              0.0012714
                    187,                 1.3536,                0.14981,                      0,                0.63411,                0.85331,                0.87781,                0.89202,                0.93048,                 0.5015,                0.91245,                0.92488,                0.96614,                0.92636,                 1.6111,                0.15732,                      0,                0.75172,                0.89624,              0.0012674,              0.0012674,              0.0012674
                    188,                 1.3956,                 0.1616,                      0,                0.66188,                0.85435,                 0.9064,                0.86385,                0.92696,                0.48852,                0.92279,                0.88263,                0.96041,                0.91568,                 1.6629,                0.17112,                      0,                0.89115,                 0.8986,              0.0012634,              0.0012634,              0.0012634
                    189,                 1.4709,                0.18007,                      0,                 0.6826,                0.85766,                0.88335,                0.91549,                0.93702,                 0.5072,                0.89694,                0.92958,                0.95716,                0.91133,                 1.6309,                0.18393,                      0,                0.83069,                0.89641,              0.0012595,              0.0012595,              0.0012595
                    190,                 1.4444,                0.17582,                      0,                0.69095,                0.85586,                0.89049,                0.91621,                  0.937,                 0.4906,                0.90439,                0.93427,                0.95993,                0.90763,                 1.6135,                 0.2039,                      0,                0.76081,                0.89706,              0.0012555,              0.0012555,              0.0012555
                    191,                 1.4271,                0.17047,                      0,                0.66363,                0.84992,                0.88962,                 0.8703,                0.92094,                0.49775,                0.90876,                 0.8885,                 0.9573,                0.91423,                 1.5617,                0.17649,                      0,                0.85965,                0.89312,              0.0012516,              0.0012516,              0.0012516
                    192,                 1.4474,                0.15898,                      0,                0.68331,                0.85872,                0.88316,                0.86854,                0.93267,                0.50956,                0.89157,                0.89671,                0.96009,                0.90579,                 1.6068,                0.20045,                      0,                0.83595,                 0.8962,              0.0012476,              0.0012476,              0.0012476
                    193,                 1.4063,                0.17359,                      0,                 0.6694,                0.85456,                0.86346,                0.89066,                0.93108,                 0.5095,                0.90233,                 0.9061,                0.96031,                0.91393,                 1.5479,                0.18067,                      0,                0.84398,                 0.8989,              0.0012436,              0.0012436,              0.0012436
                    194,                 1.4176,                0.17054,                      0,                0.65307,                0.86379,                0.88533,                0.88263,                0.92828,                0.49553,                0.91424,                 0.9108,                0.95812,                0.91892,                 1.6436,                 0.1738,                      0,                0.93952,                0.89646,              0.0012397,              0.0012397,              0.0012397
                    195,                 1.3815,                0.17458,                      0,                0.64433,                0.85826,                 0.9201,                0.84038,                0.92795,                 0.5026,                 0.8952,                0.93427,                0.96396,                0.91692,                 1.6713,                0.16589,                      0,                0.89445,                0.89961,              0.0012357,              0.0012357,              0.0012357
                    196,                 1.4205,                0.16771,                      0,                0.65832,                0.85614,                0.93413,                0.82629,                0.92852,                0.50829,                0.89535,                0.92958,                 0.9637,                0.92125,                 1.6889,                0.15866,                      0,                0.81304,                0.90719,              0.0012318,              0.0012318,              0.0012318
                    197,                 1.3604,                0.15334,                      0,                0.62945,                0.85437,                0.91023,                0.84977,                0.93333,                0.49816,                0.91886,                0.90387,                0.96242,                0.91454,                 1.7603,                0.19042,                      0,                 0.8645,                 0.9119,              0.0012278,              0.0012278,              0.0012278
                    198,                 1.3847,                0.15159,                      0,                0.64818,                0.85701,                0.92637,                0.82692,                0.91584,                 0.5048,                0.88067,                0.93554,                0.95846,                 0.9079,                 1.6423,                  0.182,                      0,                0.81698,                0.89521,              0.0012238,              0.0012238,              0.0012238
